"","mes","prec"
"1",1,247.980000305176
"2",2,227.920001729329
"3",3,212.193332926432
"4",4,127.999999237061
"5",5,19.2066667238871
"6",6,4.60666669209798
"7",7,2.21999998092651
"8",8,3.54000006516775
"9",9,19.333333269755
"10",10,134.760000356038
"11",11,275.700002034505
"12",12,247.666664632161
